ClientID,ColourSeasonID,PreferredStylistID,ReferralSource,AgeGroup,FirstConsultationDate,HasStyleAnalysis,HasMakeupLesson
CL2287,CS12,STY050,Word of Mouth,45-54,2020-02-14,No,Yes
CL2288,CS07,STY055,Word of Mouth,35-44,2022-07-01,Yes,Yes
CL2289,CS05,STY062,Instagram,25-34,2021-06-16,Yes,Yes
CL2290,CS04,STY068,Gift Voucher,45-54,2023-05-11,Yes,Yes
CL2291,CS07,STY021,Instagram,45-54,2020-07-03,Yes,No
CL2292,CS12,STY033,Google Search,25-34,2022-12-11,No,Yes
CL2293,CS05,STY024,Word of Mouth,35-44,2024-11-18,Yes,Yes
CL2294,CS05,STY012,Word of Mouth,18-24,2024-11-20,Yes,No
CL2295,CS11,STY023,Friend Referral,55-64,2024-11-10,No,No
CL2296,CS08,STY003,Return Client,55-64,2021-04-28,Yes,No
CL2297,CS12,STY023,Word of Mouth,45-54,2021-07-05,Yes,Yes
CL2298,CS09,STY069,Friend Referral,45-54,2020-11-08,Yes,Yes
CL2299,CS01,STY066,Instagram,25-34,2021-07-11,Yes,No
CL2300,CS09,STY007,Gift Voucher,35-44,2020-12-08,No,Yes
CL2301,CS03,STY074,Word of Mouth,45-54,2022-01-22,No,Yes
CL2302,CS04,STY032,Facebook,45-54,2024-01-01,Yes,No
CL2303,CS10,STY018,Friend Referral,18-24,2022-02-11,Yes,Yes
CL2304,CS08,STY051,Google Search,35-44,2024-03-24,No,No
CL2305,CS08,STY074,Return Client,65+,2021-12-25,No,Yes
CL2306,CS09,STY064,Return Client,25-34,2024-10-23,Yes,Yes
CL2307,CS04,STY039,Word of Mouth,65+,2024-09-20,Yes,No
CL2308,CS07,STY041,Instagram,25-34,2020-02-18,No,Yes
CL2309,CS01,STY019,Word of Mouth,45-54,2024-03-16,No,No
CL2310,CS12,STY032,Word of Mouth,45-54,2022-03-22,Yes,Yes
CL2311,CS04,STY060,Corporate,25-34,2022-03-28,No,Yes
CL2312,CS04,STY032,Facebook,35-44,2020-04-15,Yes,No
CL2313,CS02,STY050,Instagram,18-24,2022-08-10,No,Yes
CL2314,CS10,STY062,Instagram,55-64,2023-02-03,Yes,Yes
CL2315,CS02,STY022,Instagram,25-34,2022-11-03,Yes,Yes
CL2316,CS03,STY004,Friend Referral,35-44,2020-05-02,Yes,No
CL2317,CS09,STY059,Instagram,35-44,2021-11-15,No,No
CL2318,CS06,STY016,Instagram,18-24,2022-11-24,No,Yes
CL2319,CS07,STY071,Friend Referral,18-24,2024-05-15,Yes,Yes
CL2320,CS07,STY035,Instagram,45-54,2024-02-07,Yes,Yes
CL2321,CS04,STY029,Word of Mouth,35-44,2022-03-18,Yes,Yes
CL2322,CS05,STY073,Word of Mouth,25-34,2022-05-06,Yes,Yes
CL2323,CS03,STY001,Facebook,35-44,2021-03-07,Yes,Yes
CL2324,CS01,STY029,Instagram,35-44,2020-05-15,No,Yes
CL2325,CS11,STY044,Facebook,18-24,2022-07-30,No,Yes
CL2326,CS05,STY043,Google Search,35-44,2024-07-25,No,No
CL2327,CS03,STY067,TikTok,55-64,2023-04-22,No,No
CL2328,CS04,STY035,Word of Mouth,18-24,2022-09-16,No,No
CL2329,CS05,STY007,Facebook,45-54,2022-04-08,No,Yes
CL2330,CS02,STY029,Friend Referral,35-44,2024-09-25,Yes,Yes
CL2331,CS03,STY047,Corporate,45-54,2022-11-01,No,No
CL2332,CS07,STY032,Facebook,35-44,2020-06-15,Yes,No
CL2333,CS08,STY041,Return Client,45-54,2024-05-06,Yes,Yes
CL2334,CS07,STY004,Friend Referral,25-34,2022-08-27,No,Yes
CL2335,CS02,STY051,Instagram,35-44,2022-10-04,Yes,Yes
CL2336,CS07,STY022,Gift Voucher,25-34,2023-06-04,No,Yes
CL2337,CS10,STY013,Instagram,35-44,2020-06-18,Yes,Yes
CL2338,CS12,STY012,Word of Mouth,35-44,2022-10-05,Yes,Yes
CL2339,CS01,STY047,Facebook,18-24,2021-08-19,No,No
CL2340,CS10,STY043,Word of Mouth,25-34,2021-09-26,Yes,Yes
CL2341,CS10,STY025,Word of Mouth,18-24,2020-01-01,Yes,Yes
CL2342,CS08,STY068,Word of Mouth,45-54,2023-06-14,Yes,No
CL2343,CS05,STY034,Word of Mouth,35-44,2024-10-11,Yes,No
CL2344,CS12,STY037,Google Search,35-44,2021-04-03,Yes,Yes
CL2345,CS06,STY058,TikTok,45-54,2024-07-17,No,No
CL2346,CS05,STY054,Instagram,45-54,2022-04-01,Yes,Yes
CL2347,CS11,STY020,Instagram,25-34,2020-10-31,Yes,Yes
CL2348,CS01,STY058,Google Search,25-34,2020-08-08,Yes,Yes
CL2349,CS12,STY041,Word of Mouth,45-54,2023-11-09,Yes,No
CL2350,CS08,STY071,Facebook,25-34,2023-08-12,No,No
CL2351,CS04,STY021,Gift Voucher,45-54,2022-01-15,No,Yes
CL2352,CS06,STY033,Word of Mouth,18-24,2024-10-13,No,Yes
CL2353,CS08,STY042,Facebook,65+,2024-05-24,No,Yes
CL2354,CS06,STY041,Friend Referral,45-54,2023-09-10,Yes,Yes
CL2355,CS03,STY043,Return Client,35-44,2022-09-24,Yes,Yes
CL2356,CS03,STY026,Word of Mouth,45-54,2021-07-23,Yes,Yes
CL2357,CS01,STY044,Friend Referral,45-54,2023-12-27,No,Yes
CL2358,CS01,STY026,Word of Mouth,45-54,2022-10-23,Yes,Yes
CL2359,CS06,STY065,Friend Referral,55-64,2024-03-03,No,No
CL2360,CS07,STY026,Gift Voucher,65+,2023-06-08,No,No
CL2361,CS01,STY038,Facebook,45-54,2023-01-25,No,Yes
CL2362,CS05,STY009,Instagram,35-44,2023-07-08,No,Yes
CL2363,CS08,STY041,Corporate,45-54,2021-04-17,Yes,Yes
CL2364,CS05,STY030,Instagram,45-54,2020-03-20,No,Yes
CL2365,CS05,STY058,Word of Mouth,25-34,2021-03-30,Yes,Yes
CL2366,CS01,STY036,Facebook,65+,2024-07-01,No,Yes
CL2367,CS09,STY040,Gift Voucher,45-54,2024-04-19,Yes,Yes
CL2368,CS10,STY015,Word of Mouth,45-54,2021-08-11,Yes,Yes
CL2369,CS09,STY026,Friend Referral,25-34,2023-09-05,Yes,No
CL2370,CS07,STY003,Word of Mouth,45-54,2022-09-09,Yes,Yes
CL2371,CS12,STY033,Friend Referral,25-34,2021-08-21,No,Yes
CL2372,CS07,STY037,Word of Mouth,25-34,2020-07-18,No,No
CL2373,CS12,STY016,Google Search,18-24,2020-11-14,Yes,Yes
CL2374,CS02,STY023,Friend Referral,45-54,2021-07-07,Yes,Yes
CL2375,CS06,STY069,Word of Mouth,45-54,2024-05-15,No,No
CL2376,CS02,STY011,Facebook,45-54,2024-05-27,No,Yes
CL2377,CS06,STY033,Word of Mouth,55-64,2023-01-21,Yes,No
CL2378,CS02,STY021,YouTube,25-34,2021-12-01,Yes,Yes
CL2379,CS11,STY056,Instagram,35-44,2022-03-08,Yes,No
CL2380,CS07,STY062,Word of Mouth,25-34,2023-07-29,Yes,No
CL2381,CS04,STY064,Gift Voucher,65+,2024-05-18,No,Yes
CL2382,CS06,STY005,TikTok,25-34,2020-03-26,No,Yes
CL2383,CS01,STY048,Google Search,18-24,2023-09-23,No,Yes
CL2384,CS12,STY060,Gift Voucher,65+,2024-10-31,Yes,Yes
CL2385,CS02,STY018,Google Search,35-44,2020-08-26,No,Yes
CL2386,CS09,STY016,YouTube,45-54,2021-11-28,Yes,No
CL2387,CS06,STY038,Word of Mouth,35-44,2022-05-21,Yes,Yes
CL2388,CS01,STY034,Return Client,45-54,2020-10-07,No,Yes
CL2389,CS05,STY068,Instagram,35-44,2020-06-01,No,Yes
CL2390,CS08,STY004,Instagram,25-34,2020-02-16,No,Yes
CL2391,CS03,STY013,Friend Referral,55-64,2022-12-11,No,Yes
CL2392,CS02,STY016,Return Client,45-54,2021-10-13,Yes,No
CL2393,CS04,STY036,Google Search,18-24,2020-04-10,No,No
CL2394,CS09,STY071,Corporate,18-24,2023-12-30,No,No
CL2395,CS11,STY006,Instagram,55-64,2024-03-20,No,Yes
CL2396,CS02,STY018,TikTok,25-34,2020-04-16,Yes,Yes
CL2397,CS10,STY061,Word of Mouth,55-64,2020-03-28,No,Yes
CL2398,CS09,STY032,Word of Mouth,25-34,2023-02-23,Yes,Yes
CL2399,CS03,STY014,Word of Mouth,55-64,2023-12-06,Yes,Yes
CL2400,CS04,STY066,Friend Referral,25-34,2024-02-20,Yes,Yes
CL2401,CS01,STY025,Friend Referral,55-64,2023-03-27,No,No
CL2402,CS04,STY050,Word of Mouth,25-34,2023-09-27,Yes,No
CL2403,CS05,STY053,Instagram,35-44,2023-04-24,No,Yes
CL2404,CS04,STY054,TikTok,55-64,2023-12-18,No,No
CL2405,CS10,STY025,Facebook,65+,2022-04-10,No,No
CL2406,CS03,STY016,Google Search,55-64,2023-04-03,Yes,Yes
CL2407,CS12,STY006,Word of Mouth,65+,2024-03-05,Yes,No
CL2408,CS07,STY074,Word of Mouth,25-34,2020-08-18,Yes,No
CL2409,CS04,STY053,Friend Referral,55-64,2020-01-29,Yes,Yes
CL2410,CS04,STY016,Facebook,25-34,2023-08-20,No,Yes
CL2411,CS07,STY057,Instagram,35-44,2021-07-17,Yes,No
CL2412,CS03,STY032,Word of Mouth,35-44,2024-11-16,No,Yes
CL2413,CS05,STY060,Facebook,25-34,2022-06-06,Yes,Yes
CL2414,CS01,STY053,Friend Referral,35-44,2021-02-21,Yes,Yes
CL2415,CS03,STY002,Instagram,25-34,2024-04-24,No,No
CL2416,CS02,STY029,Google Search,35-44,2023-08-12,No,Yes
CL2417,CS12,STY035,Gift Voucher,55-64,2022-03-10,Yes,Yes
CL2418,CS04,STY031,Facebook,25-34,2024-05-18,No,Yes
CL2419,CS04,STY019,YouTube,35-44,2023-08-07,Yes,Yes
CL2420,CS12,STY035,Instagram,25-34,2020-07-21,No,No
CL2421,CS07,STY031,Word of Mouth,35-44,2020-08-07,No,Yes
CL2422,CS04,STY074,Friend Referral,45-54,2023-02-12,Yes,No
CL2423,CS08,STY042,Return Client,18-24,2020-02-10,No,No
CL2424,CS06,STY040,Word of Mouth,25-34,2020-08-10,No,Yes
CL2425,CS12,STY052,Friend Referral,45-54,2023-07-11,No,Yes
CL2426,CS07,STY042,Facebook,25-34,2021-05-16,Yes,Yes
CL2427,CS06,STY064,Facebook,25-34,2021-11-13,Yes,Yes
CL2428,CS09,STY018,Word of Mouth,18-24,2023-03-03,Yes,Yes
CL2429,CS01,STY010,Word of Mouth,35-44,2024-02-21,Yes,No
CL2430,CS09,STY028,Facebook,25-34,2024-02-20,Yes,Yes
CL2431,CS02,STY053,Word of Mouth,18-24,2023-04-18,Yes,Yes
CL2432,CS11,STY012,Google Search,35-44,2021-03-04,No,Yes
CL2433,CS10,STY069,Word of Mouth,55-64,2024-06-08,Yes,Yes
CL2434,CS08,STY001,Friend Referral,35-44,2023-09-08,No,Yes
CL2435,CS07,STY030,Gift Voucher,25-34,2022-10-28,No,Yes
CL2436,CS07,STY058,Friend Referral,65+,2024-03-22,Yes,Yes
CL2437,CS12,STY036,Word of Mouth,45-54,2020-02-13,Yes,Yes
CL2438,CS03,STY026,Word of Mouth,18-24,2021-01-02,Yes,Yes
CL2439,CS03,STY029,Instagram,18-24,2022-07-09,Yes,Yes
CL2440,CS02,STY039,Friend Referral,45-54,2022-01-20,No,Yes
CL2441,CS12,STY049,Word of Mouth,55-64,2022-08-28,Yes,Yes
CL2442,CS06,STY054,Word of Mouth,25-34,2024-09-22,Yes,Yes
CL2443,CS03,STY056,Word of Mouth,25-34,2020-08-10,Yes,No
CL2444,CS03,STY068,Instagram,35-44,2023-02-10,No,Yes
CL2445,CS03,STY073,Friend Referral,45-54,2023-09-14,Yes,Yes
CL2446,CS07,STY036,Word of Mouth,55-64,2022-06-30,No,Yes
CL2447,CS10,STY003,Word of Mouth,45-54,2024-04-29,Yes,Yes
CL2448,CS05,STY015,Instagram,35-44,2020-07-05,Yes,Yes
CL2449,CS04,STY015,Friend Referral,35-44,2024-10-21,No,Yes
CL2450,CS11,STY007,Google Search,45-54,2020-10-03,Yes,No
CL2451,CS04,STY066,Friend Referral,25-34,2020-04-13,Yes,Yes
CL2452,CS09,STY012,Google Search,35-44,2023-01-05,No,Yes
CL2453,CS06,STY055,Google Search,55-64,2020-03-31,No,Yes
CL2454,CS03,STY012,Friend Referral,25-34,2023-07-27,Yes,No
CL2455,CS08,STY011,Word of Mouth,45-54,2023-01-24,No,Yes
CL2456,CS03,STY004,Friend Referral,65+,2021-11-22,Yes,Yes
CL2457,CS01,STY004,Friend Referral,45-54,2024-11-02,Yes,Yes
CL2458,CS03,STY011,Friend Referral,55-64,2023-04-14,Yes,No
CL2459,CS04,STY069,Facebook,55-64,2022-06-18,No,Yes
CL2460,CS11,STY020,Friend Referral,45-54,2024-01-12,No,Yes
CL2461,CS07,STY038,TikTok,45-54,2022-10-29,No,Yes
CL2462,CS03,STY074,Word of Mouth,55-64,2023-05-14,No,Yes
CL2463,CS08,STY023,Google Search,45-54,2020-11-04,No,No
CL2464,CS10,STY006,Friend Referral,35-44,2022-08-18,No,Yes
CL2465,CS01,STY034,Word of Mouth,18-24,2023-09-17,Yes,Yes
CL2466,CS06,STY067,TikTok,25-34,2024-01-22,No,No
CL2467,CS03,STY053,Facebook,35-44,2021-04-27,Yes,Yes
CL2468,CS09,STY007,Word of Mouth,35-44,2023-09-16,No,Yes
CL2469,CS03,STY071,Friend Referral,35-44,2020-03-26,Yes,No
CL2470,CS08,STY072,Word of Mouth,25-34,2022-04-20,No,No
CL2471,CS06,STY068,Friend Referral,18-24,2023-07-02,Yes,Yes
CL2472,CS02,STY051,Word of Mouth,55-64,2020-09-07,No,No
CL2473,CS02,STY001,Gift Voucher,55-64,2024-02-21,No,No
CL2474,CS12,STY071,Instagram,55-64,2020-12-29,No,Yes
CL2475,CS04,STY025,Google Search,35-44,2024-04-13,Yes,Yes
CL2476,CS05,STY052,Word of Mouth,45-54,2020-10-16,No,No
CL2477,CS03,STY040,Google Search,45-54,2023-09-27,No,Yes
CL2478,CS03,STY017,Word of Mouth,55-64,2024-03-29,No,No
CL2479,CS12,STY040,Gift Voucher,35-44,2020-08-01,No,Yes
CL2480,CS08,STY050,Gift Voucher,55-64,2021-08-20,Yes,Yes
CL2481,CS06,STY024,Friend Referral,55-64,2020-03-27,No,Yes
CL2482,CS12,STY024,TikTok,35-44,2023-10-31,No,Yes
CL2483,CS12,STY040,Word of Mouth,25-34,2022-02-11,No,Yes
CL2484,CS05,STY065,Google Search,65+,2022-12-22,Yes,Yes
CL2485,CS12,STY065,Word of Mouth,25-34,2023-11-29,Yes,Yes
CL2486,CS06,STY008,Friend Referral,25-34,2023-06-03,No,Yes
CL2487,CS05,STY038,Friend Referral,18-24,2024-10-12,Yes,Yes
CL2488,CS04,STY025,Word of Mouth,45-54,2021-12-28,No,No
CL2489,CS06,STY029,Gift Voucher,25-34,2024-01-31,Yes,Yes
CL2490,CS02,STY060,Word of Mouth,45-54,2022-12-13,Yes,No
CL2491,CS01,STY012,TikTok,25-34,2023-04-30,Yes,Yes
CL2492,CS04,STY006,Word of Mouth,45-54,2021-04-07,No,Yes
CL2493,CS12,STY065,Word of Mouth,25-34,2024-03-16,No,Yes
CL2494,CS07,STY053,Word of Mouth,65+,2024-10-23,Yes,Yes
CL2495,CS03,STY004,Word of Mouth,18-24,2024-07-18,Yes,Yes
CL2496,CS07,STY068,Word of Mouth,25-34,2023-05-08,Yes,Yes
CL2497,CS12,STY064,Instagram,35-44,2023-12-10,No,No
CL2498,CS05,STY054,Friend Referral,45-54,2024-01-24,Yes,No
CL2499,CS11,STY045,Word of Mouth,35-44,2024-06-10,Yes,Yes
CL2500,CS02,STY068,Instagram,18-24,2020-09-09,No,Yes
CL2501,CS09,STY062,Instagram,25-34,2022-12-21,No,Yes
CL2502,CS10,STY022,Word of Mouth,65+,2021-02-02,Yes,Yes
CL2503,CS10,STY058,TikTok,25-34,2021-05-06,No,Yes
CL2504,CS06,STY038,Facebook,25-34,2020-03-15,Yes,No
CL2505,CS09,STY047,Facebook,45-54,2024-08-25,Yes,Yes
CL2506,CS04,STY006,Facebook,35-44,2022-06-10,Yes,Yes
CL2507,CS12,STY006,Word of Mouth,45-54,2020-02-06,Yes,Yes
CL2508,CS09,STY012,Gift Voucher,35-44,2022-03-25,Yes,Yes
CL2509,CS03,STY028,Friend Referral,18-24,2024-03-06,Yes,Yes
CL2510,CS04,STY056,Instagram,35-44,2020-04-16,Yes,Yes
CL2511,CS10,STY055,Word of Mouth,45-54,2022-09-20,Yes,No
CL2512,CS04,STY006,YouTube,55-64,2021-08-17,Yes,Yes
CL2513,CS05,STY058,Gift Voucher,18-24,2022-12-16,Yes,Yes
CL2514,CS05,STY068,Word of Mouth,55-64,2023-01-31,Yes,Yes
CL2515,CS01,STY016,Word of Mouth,45-54,2023-06-12,Yes,Yes
CL2516,CS11,STY007,Instagram,45-54,2020-02-06,No,No
CL2517,CS10,STY074,Friend Referral,55-64,2021-08-08,Yes,Yes
CL2518,CS12,STY022,YouTube,65+,2023-04-08,No,No
CL2519,CS12,STY074,Google Search,65+,2022-05-11,No,No
CL2520,CS05,STY059,Gift Voucher,45-54,2024-04-04,Yes,No
CL2521,CS05,STY050,Word of Mouth,45-54,2023-04-01,Yes,Yes
CL2522,CS06,STY065,Google Search,25-34,2024-04-30,No,No
CL2523,CS10,STY025,Friend Referral,55-64,2020-12-24,Yes,Yes
CL2524,CS04,STY052,Instagram,25-34,2022-05-30,Yes,Yes
CL2525,CS10,STY020,Friend Referral,65+,2022-08-26,No,No
CL2526,CS02,STY057,Facebook,35-44,2020-03-03,Yes,No
CL2527,CS04,STY030,Instagram,65+,2024-01-23,Yes,Yes
CL2528,CS11,STY032,TikTok,55-64,2023-08-24,Yes,No
CL2529,CS09,STY001,Friend Referral,55-64,2021-08-06,No,Yes
CL2530,CS11,STY073,Word of Mouth,25-34,2023-11-24,No,Yes
CL2531,CS01,STY052,Google Search,55-64,2020-10-28,No,No
CL2532,CS11,STY071,Word of Mouth,45-54,2020-07-10,No,No
CL2533,CS07,STY028,Instagram,45-54,2024-08-25,Yes,No
CL2534,CS08,STY019,Friend Referral,25-34,2024-08-28,Yes,No
CL2535,CS06,STY016,Google Search,65+,2024-03-16,No,Yes
CL2536,CS05,STY040,Instagram,25-34,2023-04-18,No,No
CL2537,CS01,STY062,Gift Voucher,55-64,2020-12-02,Yes,Yes
CL2538,CS01,STY051,TikTok,35-44,2023-05-14,No,Yes
CL2539,CS01,STY065,Word of Mouth,65+,2022-03-03,Yes,Yes
CL2540,CS02,STY004,TikTok,55-64,2021-11-16,Yes,Yes
CL2541,CS07,STY011,Google Search,45-54,2021-07-25,No,No
CL2542,CS10,STY059,Word of Mouth,45-54,2020-04-21,No,Yes
CL2543,CS11,STY053,Google Search,55-64,2022-06-26,Yes,Yes
CL2544,CS12,STY003,Instagram,45-54,2021-07-07,No,Yes
CL2545,CS08,STY058,Google Search,35-44,2020-04-29,Yes,No
CL2546,CS07,STY018,Friend Referral,35-44,2020-09-23,No,Yes
CL2547,CS09,STY061,Friend Referral,45-54,2022-10-04,No,Yes
CL2548,CS03,STY034,Google Search,65+,2020-05-16,Yes,Yes
CL2549,CS09,STY026,TikTok,25-34,2021-02-03,Yes,Yes
CL2550,CS04,STY046,Word of Mouth,25-34,2021-10-05,Yes,Yes
CL2551,CS06,STY070,Corporate,35-44,2022-08-14,Yes,Yes
CL2552,CS01,STY014,Word of Mouth,65+,2020-12-02,Yes,No
CL2553,CS03,STY055,Word of Mouth,25-34,2024-03-16,Yes,No
CL2554,CS11,STY074,Instagram,35-44,2023-01-23,No,Yes
CL2555,CS02,STY070,Word of Mouth,35-44,2023-09-29,No,Yes
CL2556,CS05,STY042,Google Search,45-54,2020-12-11,Yes,Yes
CL2557,CS07,STY013,Instagram,18-24,2024-08-01,No,Yes
CL2558,CS05,STY033,YouTube,25-34,2021-02-23,Yes,Yes
CL2559,CS08,STY064,Google Search,55-64,2022-08-06,Yes,Yes
CL2560,CS02,STY063,Word of Mouth,25-34,2020-07-07,Yes,Yes
CL2561,CS11,STY022,Word of Mouth,35-44,2022-05-09,No,No
CL2562,CS08,STY030,Friend Referral,45-54,2022-06-15,No,Yes
CL2563,CS09,STY023,Word of Mouth,25-34,2022-11-21,No,Yes
CL2564,CS01,STY003,Instagram,35-44,2022-07-09,No,No
CL2565,CS10,STY016,Google Search,45-54,2022-04-04,No,Yes
CL2566,CS12,STY031,Word of Mouth,55-64,2022-10-13,No,No
CL2567,CS03,STY001,Gift Voucher,18-24,2024-04-14,No,No
CL2568,CS03,STY029,Word of Mouth,55-64,2021-01-04,No,Yes
CL2569,CS11,STY047,Word of Mouth,65+,2023-10-22,Yes,Yes
CL2570,CS09,STY034,YouTube,65+,2023-11-07,No,No
CL2571,CS03,STY023,Friend Referral,35-44,2024-04-26,Yes,No
CL2572,CS03,STY006,Instagram,35-44,2022-07-24,No,Yes
CL2573,CS07,STY070,TikTok,35-44,2024-05-23,Yes,Yes
CL2574,CS03,STY005,Gift Voucher,18-24,2021-11-08,Yes,No
CL2575,CS09,STY033,Facebook,45-54,2024-01-07,No,No
CL2576,CS03,STY066,Instagram,45-54,2024-09-28,Yes,No
CL2577,CS02,STY065,Instagram,35-44,2023-01-22,No,Yes
CL2578,CS12,STY031,TikTok,25-34,2021-01-01,No,Yes
CL2579,CS07,STY024,Facebook,35-44,2023-09-06,Yes,No
CL2580,CS08,STY009,Instagram,45-54,2023-06-11,No,Yes
CL2581,CS10,STY074,Google Search,35-44,2020-11-03,No,No
CL2582,CS08,STY017,Friend Referral,25-34,2024-09-04,No,No
CL2583,CS10,STY069,Word of Mouth,65+,2020-03-19,No,No
CL2584,CS09,STY031,Word of Mouth,45-54,2023-10-29,No,Yes
CL2585,CS12,STY047,Instagram,18-24,2024-11-12,No,Yes
CL2586,CS12,STY005,TikTok,45-54,2023-03-11,Yes,No
CL2587,CS02,STY044,Word of Mouth,55-64,2020-12-26,No,Yes
CL2588,CS05,STY051,Word of Mouth,35-44,2022-08-01,Yes,Yes
CL2589,CS06,STY032,Friend Referral,45-54,2021-01-15,Yes,No
CL2590,CS09,STY051,Friend Referral,55-64,2024-06-04,Yes,Yes
CL2591,CS09,STY044,Return Client,55-64,2020-07-30,No,Yes
CL2592,CS05,STY024,Word of Mouth,45-54,2021-11-02,No,No
CL2593,CS08,STY022,Word of Mouth,65+,2022-03-07,Yes,Yes
CL2594,CS10,STY068,Word of Mouth,45-54,2021-12-04,No,Yes
CL2595,CS04,STY072,Gift Voucher,65+,2020-08-05,No,Yes
CL2596,CS06,STY034,Word of Mouth,45-54,2022-11-28,No,No
CL2597,CS06,STY037,Word of Mouth,35-44,2022-09-25,No,Yes
CL2598,CS01,STY066,Word of Mouth,45-54,2020-09-02,Yes,Yes
CL2599,CS08,STY067,Google Search,25-34,2021-02-11,No,No
CL2600,CS04,STY047,Instagram,18-24,2024-09-13,Yes,Yes
CL2601,CS05,STY042,Word of Mouth,25-34,2020-08-08,No,Yes
CL2602,CS02,STY028,Word of Mouth,25-34,2023-06-22,No,Yes
CL2603,CS12,STY055,Gift Voucher,35-44,2021-05-02,No,Yes
CL2604,CS01,STY020,Word of Mouth,45-54,2024-09-29,Yes,Yes
CL2605,CS02,STY050,Word of Mouth,35-44,2022-07-24,Yes,No
CL2606,CS10,STY017,Google Search,35-44,2023-05-24,No,Yes
CL2607,CS05,STY068,Instagram,25-34,2022-11-19,No,Yes
CL2608,CS03,STY055,Gift Voucher,65+,2023-02-15,No,Yes
CL2609,CS06,STY058,Gift Voucher,45-54,2022-04-30,No,Yes
CL2610,CS05,STY044,Gift Voucher,25-34,2023-12-17,No,No
CL2611,CS11,STY055,Instagram,45-54,2024-02-09,No,Yes
CL2612,CS12,STY017,Gift Voucher,25-34,2022-10-25,No,No
CL2613,CS02,STY043,Return Client,55-64,2022-05-26,Yes,Yes
CL2614,CS01,STY040,Gift Voucher,18-24,2024-06-29,No,No
CL2615,CS04,STY031,Google Search,55-64,2020-05-28,Yes,No
CL2616,CS02,STY027,Friend Referral,55-64,2020-05-21,Yes,Yes
CL2617,CS06,STY055,Facebook,35-44,2023-07-21,Yes,No
CL2618,CS02,STY068,Instagram,25-34,2022-11-30,No,Yes
CL2619,CS10,STY064,TikTok,45-54,2020-10-22,Yes,Yes
CL2620,CS08,STY038,Gift Voucher,45-54,2024-01-13,No,Yes
CL2621,CS12,STY022,Word of Mouth,35-44,2022-11-21,No,Yes
CL2622,CS04,STY023,Return Client,18-24,2021-03-23,Yes,No
CL2623,CS03,STY019,Word of Mouth,18-24,2021-02-13,Yes,No
CL2624,CS05,STY002,TikTok,18-24,2024-02-21,Yes,No
CL2625,CS04,STY071,Facebook,35-44,2021-02-21,No,Yes
CL2626,CS01,STY067,Google Search,45-54,2022-04-07,Yes,No
CL2627,CS08,STY062,Word of Mouth,25-34,2021-12-17,No,Yes
CL2628,CS05,STY035,Friend Referral,35-44,2023-07-09,No,Yes
CL2629,CS07,STY042,Word of Mouth,35-44,2020-03-07,Yes,No
CL2630,CS02,STY059,Google Search,45-54,2023-10-03,No,No
CL2631,CS09,STY071,Word of Mouth,25-34,2020-04-18,Yes,No
CL2632,CS08,STY009,Return Client,45-54,2020-12-25,No,No
CL2633,CS04,STY028,Word of Mouth,45-54,2024-01-31,Yes,Yes
CL2634,CS06,STY028,Word of Mouth,25-34,2023-03-06,No,Yes
CL2635,CS02,STY010,Friend Referral,45-54,2023-09-08,No,Yes
CL2636,CS09,STY042,Google Search,25-34,2020-12-07,No,No
CL2637,CS04,STY027,Friend Referral,55-64,2023-01-11,No,No
CL2638,CS05,STY060,Instagram,25-34,2024-01-24,No,Yes
CL2639,CS03,STY074,Friend Referral,25-34,2020-02-10,No,Yes
CL2640,CS05,STY015,Google Search,65+,2022-10-17,Yes,Yes
CL2641,CS10,STY001,Friend Referral,55-64,2022-06-17,Yes,No
CL2642,CS03,STY032,Facebook,25-34,2021-11-09,No,No
CL2643,CS08,STY042,Friend Referral,25-34,2023-12-20,Yes,No
CL2644,CS09,STY020,Return Client,35-44,2020-09-24,Yes,No
CL2645,CS02,STY007,Word of Mouth,35-44,2024-02-02,Yes,Yes
CL2646,CS01,STY063,Gift Voucher,25-34,2023-02-09,No,No
CL2647,CS09,STY027,Google Search,35-44,2021-12-16,No,No
CL2648,CS09,STY051,Instagram,25-34,2022-12-31,Yes,Yes
CL2649,CS04,STY050,Word of Mouth,65+,2021-04-28,Yes,No
CL2650,CS10,STY021,Instagram,35-44,2021-12-11,Yes,No
CL2651,CS10,STY020,Gift Voucher,55-64,2020-02-16,Yes,No
CL2652,CS10,STY039,Friend Referral,45-54,2020-07-08,Yes,Yes
CL2653,CS05,STY008,TikTok,45-54,2021-01-29,Yes,Yes
CL2654,CS10,STY064,Facebook,35-44,2021-03-06,Yes,No
CL2655,CS02,STY020,Word of Mouth,18-24,2020-11-05,Yes,Yes
CL2656,CS03,STY059,Word of Mouth,45-54,2023-12-05,No,Yes
CL2657,CS11,STY012,Word of Mouth,25-34,2024-04-28,Yes,Yes
CL2658,CS07,STY006,Facebook,25-34,2021-01-05,Yes,No
CL2659,CS12,STY068,Word of Mouth,25-34,2021-12-03,No,Yes
CL2660,CS04,STY005,Corporate,45-54,2021-03-14,No,No
CL2661,CS04,STY002,Facebook,35-44,2023-01-03,Yes,Yes
CL2662,CS11,STY067,Gift Voucher,55-64,2024-05-09,Yes,Yes
CL2663,CS05,STY072,Word of Mouth,25-34,2020-02-16,No,No
CL2664,CS09,STY074,Word of Mouth,35-44,2020-01-18,No,Yes
CL2665,CS03,STY025,Google Search,35-44,2020-02-05,No,Yes
